id,name,photo,description,category,esposizione,fioritura,altezza,terreno,densità,vaso,disponibile,novità,utile_per,created_at,updated_at,price_cents,price_currency,nascondi
521,Baptisia 'Blue Towers',,"Varietà con lunghe e compatte spighe blu lavanda. Steli scuri.
Origine: Nord America, varietà coltivata.",erbacee perenni,sole,fine primavera,"media, cm. 80-100","normale , tollera il calcare e sopporta bene il secco",1-3 piante/mq.,tondo cm.13 (1 L.),true,true,"insetti, azotofissatrice, secco",2019-07-25 14:34:01 UTC,2021-01-21 16:40:50 UTC,800,EUR,false
523,Baptisia 'Brownie Points',,"Una nuova varietà dai fiori di colori insoliti e interessanti: caramello,ocra, cioccolato illuminati da un punto di giallo.
Origine: Nord America, varietà coltivata.",erbacee perenni,sole,primavera,"media, cm. 80-100","normale , tollera il calcare e sopporta bene il secco",1-3 piante mq.,tondo cm.13 (1 L.),true,true,"insetti, azotofissatrice, secco",2019-07-25 14:36:18 UTC,2021-01-21 16:40:23 UTC,800,EUR,false
75,Baptisia 'Caroline Moonlight',,"Ibrido tra B. sphaerocarpa e B. alba, ha bellissimi fiori giallo burro.
Origine: Nord America, varietà coltivata.
",erbacee perenni,sole,tarda primavera,"media, cm. 80-100","normale, tollera il secco; sopporta il calcare",1-3 piante/mq.,tondo cm.13 (1 L.),false,false,"insetti, azotofissatrice",2019-01-30 17:44:38 UTC,2019-11-23 17:20:27 UTC,600,EUR,false
503,Baptisia pendula,,"Per niente pendula, fatti salvi i baccelli, porta spighe di fiori bianchi sui rami neri che danno grande eleganza alla pianta, foglie glauche.
Origine: Nord America.
",erbacee perenni,sole,primavera,"media, cm. 70-80","normale, tollera il secco; sopporta il calcare",1-3 piante mq,tondo cm.13 (1 L.),false,false,"insetti, azotofissatrice",2019-02-20 14:19:03 UTC,2021-01-05 17:48:52 UTC,700,EUR,false
524,Baptisia 'Pink Truffles',,"Un nuovo colore per le Baptisia, viene introdotto con questa varietà rosa-lilla.
Origine: Nord America, varietà coltivata.",erbacee perenni,sole,primavera,"media, cm. 80-100","normale , tollera il calcare e sopporta bene il secco",1-3 piante mq.,tondo cm.13 (1 L.),true,true,"insetti, azotofissatrice, secco",2019-07-25 14:37:16 UTC,2021-01-21 16:39:58 UTC,800,EUR,false
76,Baptisia sphaerocarpa,,"Gialla gialla gialla: è innegabile; ed evitando di negarlo se ne può fare buon uso, là dove serve uno sprazzo di luce.
Origine: Nord America.
",erbacee perenni,sole,tarda primavera,"media, cm. 60-90","normale, tollera il calcare",3-5 piante/mq.,tondo cm.13 (1 L.),true,false,"insetti, azotofissatrice, secco",2019-01-30 17:47:00 UTC,2020-11-07 14:11:35 UTC,700,EUR,false
77,Begonia grandis subsp. evansiana,,"Begonia rustica, diffusa nei giardini ottocenteschi e immeritatamente sparita; ha belle foglie cuoriformi, venate di rosso sulla pagina inferiore, trasparenti. Fiori rosa, leggeri.
Origine: Cina.
",erbacee perenni,ombra,estate - autunno,"media, cm. 60-80",fresco,5-7 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-01-30 17:49:43 UTC,2021-01-21 16:41:30 UTC,500,EUR,false
78,Begonia grandis subsp. evansiana 'Alba',,"Begonia rusticissima, in fiore a fine estate. Si propaga tramite bulbilli formando grandi macchie.
Origine: Cina, varietà coltivata.",erbacee perenni,ombra,estate - autunno,"media, cm. 50-70",fresco,5-7 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-01-30 17:52:15 UTC,2021-01-21 16:41:57 UTC,500,EUR,false
79,Blephilia ciliata,,"Simile a una menta, anche nel leggero profumo delle foglie. Bella fioritura, azzurro luminoso. Utilizzabile come tappezzante in terreni secchi in ombra luminosa.
Origine: Nord America
",erbacee perenni,"sole, mezz'ombra",primavera,media cm. 50-60,"normale, ben drenato",7-9 piante/mq.,tondo cm.13 (1 L.),false,false,"insetti, coprisuolo",2019-01-30 17:55:57 UTC,2020-10-31 14:46:23 UTC,500,EUR,false
80,Boltonia asteroides 'Latisquama',,"Perenne a portamento eretto, si ricopre, a fine agosto, di una massa di fiori bianchi molto amati da api e farfalle. Ideale per fiori recisi.
Origine: Nord America.
",erbacee perenni,sole,tarda estate,alta cm. 150-200,normale,1 pianta/mq.,tondo cm.13 (1 L.),true,false,insetti,2019-01-30 17:58:38 UTC,2019-02-20 14:37:08 UTC,500,EUR,false
166,Bouteloa curtipendula,,"Interessanti le spighe che pendono da un unico lato dello stelo fiorale.
Origine: Nord America.

",graminacee,sole,tarda estate-autunno  ,"bassa, cm. 40-50; in fioritura cm. 60-70","normale, molto adattabile; tollera il secco",7-9 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-02-01 18:59:37 UTC,2019-08-22 17:32:41 UTC,500,EUR,false
260,Briza media,,"Piccola graminacea a portamento cespitoso, forma numerosi fiorellini cuoriformi dorati su steli che si ergono da cuscini di foglie filiformi verdi.
Origine: Europa.
",graminacee,sole-mezz'ombra,primavera,"bassa, cm. 40-50; in fioritura cm. 50-60",normale,5-7 piante/mq.,tondo cm.13 (1 L.),true,false,spontanea,2019-02-02 18:11:18 UTC,2019-02-20 14:37:58 UTC,500,EUR,false
81,Brunnera macrophylla,,"Una bella perenne da ombra: foglie triangolari, pelose e fiori identici al nontiscordardime. Utilizzatela come coprisuolo.
Origine: Caucaso, Siberia.

",erbacee perenni,ombra-mezzombra,primavera,bassa cm. 30-40,"fresco, ricco di sostanza organica",7-9 piante/mq.,tondo cm.13 (1 L.),false,false,coprisuolo,2019-01-31 10:57:16 UTC,2020-10-31 14:46:59 UTC,500,EUR,false
167,Brunnera macrophylla 'Sea Heart',,"Belle foglie marmorizzate in grigio su una pianta dalla bella forma compatta. Fiori azzurri come nella specie.
Origine: Siberia, Caucaso, varietà coltivata.
",erbacee perenni,ombra-mezzombra,primavera,"Bassa, cm. 40-50","fresco, ricco di sostanza organica",7-9 piante/mq.,tondo cm.13 (1 L.),false,true,"coprisuolo, fogliame ornamentale",2019-02-01 19:03:40 UTC,2019-11-23 17:25:20 UTC,600,EUR,false
168,Bupleurum ranunculoides,,"Forma un piccolo cespo di foglie verdi sottili da cui si elevano fiori gialli che tendono gradualmente al bronzo.
Origine: Europa centrale.

",erbacee perenni,sole,tarda primavera-estate,"media, cm. 50-60","leggero, anche povero e calcareo",7-9 piante/mq.,tondo cm.13 (1 L.),true,true,spontanea,2019-02-01 19:05:16 UTC,2019-02-23 18:26:03 UTC,600,EUR,false
261,Calamagrostis brachytricha,,"Pianta da utilizzare nel giardino come esemplare, fiorisce a fine agosto in un’esplosione di piume rosate che virano al bronzo con il passare della stagione.
Origine: Asia.
",graminacee,sole-mezz'ombra,tarda estate-autunno  ,"alta, cm. 80-120; in fioritura cm.100-150","normale, anche pesante ma ben drenato",3-5 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-02-02 18:14:18 UTC,2019-02-23 18:26:44 UTC,500,EUR,false
586,Calamagrostis epigejos,,"Più bassa della Calamagrostis 'Karl Foerster', ha le stesse caratteristiche.
Origine: Europa",graminacee,sole,estate,"alta, cm. 100-120","normale, anche pesante e umido",3-5 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-08-22 18:11:41 UTC,2019-08-22 18:11:41 UTC,500,EUR,false
262,Calamagrostis x acutiflora 'Karl Foerster',,"Portamento eretto, crea un marcato accento verticale nel giardino. Le sottili foglie verde scuro sono sovrastate da rigide spighe verticali di colore bronzo che compaiono in giugno e che si mantengono, virando al grigio, per tutta estate autunno e inverno.
Origine: ibrido tra Calamagrostis epigejos e Calamagrostis arundinacea


",graminacee,sole,tarda primavera-estate,"alta, cm. 90-120; in fioritura cm. 150-200","normale, anche pesante ",3-5 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-02-02 18:17:38 UTC,2019-08-22 17:37:49 UTC,500,EUR,false
169,Calamintha nepeta 'Blue Cloud',,"Sono perenni generose, in fiore tutta l'estate, alzano un profumo fresco quando si toccano o si calpestano. Fioritura blu.
Origine: Europa, varietà coltivata.
",erbacee perenni,sole,estate,"media, cm. 50-60","normale, ben drenato; adattabile; tollera il secco",5-7 piante/mq.,quadro cm. 9,true,false,coprisuolo,2019-02-01 19:26:00 UTC,2019-11-23 17:26:09 UTC,450,EUR,false
171,Calamintha nepeta 'Marvelette Blue',,"Sono perenni generose, in fiore tutta l'estate, alzano un profumo fresco quando si toccano o si calpestano. Fioritura azzurra.
Origine: Europa, varietà coltivata.
",erbacee perenni,sole,estate,"bassa, cm. 30-40","normale, ben drenato; adattabile; tollera il secco",5-7 piante/mq.,tondo cm. 13 (1 L.),true,false,"coprisuolo, insetti, da secco",2019-02-01 19:30:52 UTC,2019-11-21 16:09:04 UTC,450,EUR,false
170,Calamintha nepeta 'White Cloud',,"Origine: Europa, varietà coltivata.
Sono perenni generose, in fiore tutta l'estate, alzano un profumo fresco quando si toccano o si calpestano. Fioritura bianca. 
",erbacee perenni,sole,estate,"bassa, cm. 40-50","normale, ben drenato; adattabile; tollera il secco",5-7 piante/mq.,tondo cm.13 (1 L.),true,false,"coprisuolo, insetti, da secco",2019-02-01 19:29:06 UTC,2019-08-24 14:17:26 UTC,450,EUR,false
551,Callirhoe involucrata,,Una malvacea delle praterie Nord Americane che merita di essere più utilizzata. Una lunga fioritura estiva rosso carminio e grande tolleranza del secco.,erbacee perenni,sole,estate,"media, cm. 50-70",normale; tollera il secco,3-5 piante/mq.,tondo cm.13 (1 L.),true,false,secco,2019-08-07 15:21:03 UTC,2020-10-08 17:45:42 UTC,600,EUR,false
593,Camassia lechtlinii 'Caerulea',,"Grandi e alte spighe di fiori stellati, blu. Viene dalle praterie Nord Americane ed è una bulbosa che si naturalizza con facilità.",erbacee perenni,sole,primavera,"media, cm. 80-100",normale,7-12 piante /mq.,tondo cm.13 (1 L.),true,true,"",2019-11-21 16:17:42 UTC,2020-10-08 17:47:29 UTC,600,EUR,false
500,Camassia quamash 'Blue Melody',,"Bulbosa Nordamericana dai fiori blu in spighe a primavera.
Varietà con le foglie variegate in oro. I bulbi sono commestibili ed è facile da naturalizzare.
Origine: Nord America, varietà coltivata.",erbacee perenni,sole,tarda primavera,"bassa, cm. 30-40",normale,7-10 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-02-19 16:00:53 UTC,2021-01-05 18:39:43 UTC,600,EUR,false
552,Campanula americana,,"Interessante campanula originaria del Nord America i cui fiori, a differenza delle altre campanule, si presentano aperti anziche 'a campanula'! Per questa ragione la pianta è stata recentemente riclassificata come Campanulastrum americana.
Origine: Nord America",erbacee perenni,ombra-mezzombra,estate,"alta, cm. 130-150","fresco, ricco di sostanza organica",5-7 piante/mq.,tondo cm.13 (1 L.),false,false,"",2019-08-07 15:22:38 UTC,2020-10-31 14:57:34 UTC,500,EUR,false
172,Campanula persicifolia 'Alba',,"Fioritura bianca.
Origine: Europa, varietà coltivata.
",erbacee perenni,sole-mezz'ombra,estate,"media, cm. 70-90","normale, fresco, ben drenato",7-9 piante/mq.,tondo cm. 13 (1 L.),false,false,"",2019-02-01 19:33:43 UTC,2020-10-31 15:49:53 UTC,450,EUR,false
173,Campanula persicifolia 'Grandiflora',,"Fiore blu più grande rispetto a quello della specie.
Origine: Europa, varietà coltivata.",erbacee perenni,sole-mezz'ombra,estate,"media, cm. 50-60","normale, fresco, ben drenato",7-9 piante/mq.,tondo cm. 13 (1 L.),true,false,"",2019-02-01 19:37:58 UTC,2021-01-21 16:45:36 UTC,500,EUR,false
82,Campanula persicifolia 'Telham beauty',,"Un classico dei blu di maggio...che altro dire, se non che è una di quelle piante che non disturbano mai. 
Origine: Europa, varietà coltivata.




",erbacee perenni,"sole, mezz'ombra",tarda primavera-estate,"media, cm. 70-90","normale, fresco,  ben drenato",7-9 piante/mq.,tondo cm.13 (1 L.),false,false,da taglio,2019-01-31 11:03:16 UTC,2020-10-31 15:50:27 UTC,450,EUR,false
553,Campanula poscharskiana,,"Perenne tappezzante sempreverde, forma densi cuscini che, in estate, si riempiono di stelle blu. Affidabile e facile.
Origine: Europa.
",erbacee perenni,mezzombra,estate,"bassa, cm. 10-20","fresco, ricco di sostanza organica; tollera l'ombra secca",9-11 piante/mq.,tondo cm.13 (1 L.),true,false,coprisuolo,2019-08-07 15:23:39 UTC,2019-11-23 17:53:47 UTC,450,EUR,false
478,Carex buchananii,,"Un bel C. dalle foglie rosso rame, erette.
Origine: Nuova Zelanda.
",graminacee,sole,-,"media, cm. 70-90",normale,5-7 piante/mq.,tondo cm.13 (1 L.),true,false,fogliame decorativo,2019-02-16 11:02:14 UTC,2021-01-05 18:41:41 UTC,600,EUR,false
479,Carex oshimensis 'Evergold',,"Fogliame variegato di crema, forma un cespo chiaro e luminoso.
Origine: Asia, varietà coltivata.",graminacee,ombra-mezzombra,primavera,"bassa, cm. 40-50",normale,3-5 piante/mq.,tondo cm.13 (1 L.),true,false,"coprisuolo, fogliame decorativo",2019-02-16 11:06:16 UTC,2019-11-23 17:56:04 UTC,600,EUR,false
263,Carex oshimensis 'Everillo',,"Uno sprazzo di luce con il suo fogliame verde acido.
Origine: Asia, varietà coltivata.
",graminacee,ombra-mezzombra,tarda primavera-estate,"bassa, cm. 40-50; ","fresco, ricco di sostanza organica",3-5 piante/mq.,tondo cm.13 (1L.),true,false,"coprisuolo, fogliame decorativo",2019-02-02 18:20:10 UTC,2020-10-31 15:53:21 UTC,600,EUR,false
264,Carex pendula,,"Sempreverde con spighe alte e slanciate che ricordano canne da pesca sull’acqua di un lago. Ama terreni freschi e umidi.
Origine: Europa, Asia.
",graminacee,sole-mezz'ombra,estate,"media, cm. 80-100; in fioritura cm. 120-150","fresco, ricco di sostanza organica",1-3 piante/mq.,tondo cm.15 (2 L.),false,false,spontanea,2019-02-02 18:22:13 UTC,2020-10-31 15:53:45 UTC,800,EUR,false
175,Carex rosea,,"Origine: Nord America.
",graminacee,ombra-mezzombra,tarda primavera,"bassa, cm. 30-40; in fioritura cm. 40-50",adattabile; tollera l'umido e l'ombra secca.,7-9 piante/mq.,tondo cm.13 (1 L.),true,false,coprisuolo,2019-02-02 09:16:50 UTC,2019-11-23 17:56:54 UTC,500,EUR,false
83,Caryopteris divaricata,,"Un C. erbaceo di origine giapponese dai grandi fiori a farfalla azzurri. Lunga  fioritura tra la metà dell’estate e l’autunno.
Origine: Asia.

",erbacee perenni,mezzombra,estate,"media, cm. 70-90","normale, ben drenato",5-7 piante/mq.,tondo cm.15 (2 L.),true,false,insetti,2019-01-31 11:07:42 UTC,2019-11-23 17:58:12 UTC,1000,EUR,false
601,Cenolophium denudatum,,"Ombrelle bianche su steli eretti e rigidi. Foglie finemente suddivise per questa ombrellifera poco usata ma di grande valore.
Origine: Europa e Asia.",erbacee perenni,sole-mezz'ombra,estate,"media, cm. 70-90","normale, ben drenato",1-3 piante/mq.,tondo cm.13 (1 L.),true,true,farfalle e insetti; da taglio,2019-12-06 18:27:46 UTC,2021-01-06 10:11:47 UTC,700,EUR,false
84,Centaurea atropurpurea,,"Fiori che ricordano un cardo di un bel porpora vivace. Si può usare anche nei giardini a prateria. Se tagliate le cime sfiorite, rifiorisce un pò.
Origine: Europa.


",erbacee perenni,sole,tarda primavera,"media, cm. 70-100","normale, ben drenato",7-9 piante/mq.,tondo cm.13 (1 L.),false,false,insetti,2019-01-31 11:10:51 UTC,2019-02-20 14:58:18 UTC,500,EUR,false
85,Centranthus ruber,,"Molto conosciuta, la ‘valeriana rossa’, ma mai abbastanza lodata. Un’erbacea dalla bella struttura compatta ed elegante con fiori in spighe ramificate che si aprono per tutta la primavera e l’estate. Adora il secco e adora crescere tra le pietre.
Origine: Europa.",erbacee perenni,sole,tarda primavera-estate,"media, cm. 60-80","normale, ben drenato; tollera il secco",5-7 piante/mq.,tondo cm.13 (1 L.),false,false,"insetti, terreni aridi, spontanea",2019-01-31 11:13:43 UTC,2019-02-20 14:59:07 UTC,450,EUR,false
174,Centranthus ruber 'Albus',,"Varietà bianca della precedente.
Origine: Europa, varietà coltivata.",erbacee perenni,sole,tarda primavera-estate,"media, cm. 60-80","normale, ben drenato; tollera il secco",5-7 piante/mq.,tondo cm.13 (1 L.),false,false,"insetti, terreni aridi",2019-02-02 09:06:31 UTC,2020-11-07 14:16:51 UTC,450,EUR,false
86,Cephalaria gigantea,,"Una grande scabiosa giallo burro i cui fiori danzano nell’aria come farfalle. Lasciateli posare nel vostro giardino. 
Origine: Europa.
",erbacee perenni,sole,estate,"alta, cm. 150-200","normale, ben drenato, tollera il calcare",3-5 piante/mq.,tondo cm.15 (2 L.),true,false,insetti,2019-01-31 11:22:33 UTC,2019-11-23 18:02:11 UTC,800,EUR,false
176,Ceratostigma plumbaginoides,,"Un tappezzante utilizzabile sia in ombra che in pieno sole. Stolonifero. Unici I fiori blu cobalto che compaiono a fine estate, inizio autunno.",erbacee perenni,sole,tarda estate-autunno  ,"bassa, cm. 20-30","normale, ben drenato; tollera il secco",7-9 piante/mq.,tondo cm.13 (1 L.),true,false,coprisuolo,2019-02-02 09:20:08 UTC,2019-02-20 15:02:09 UTC,450,EUR,false
265,Chasmantium latifolium,,"Graminacea che tollera bene l’ombra, ha un portamento arcuato molto morbido e infiorescenze leggere che si muovono al minimo alito di vento. Molto ornamentale.
Origine: Nord America.
",graminacee,sole-mezz'ombra,tarda estate-autunno  ,"alta, cm. 70-80; in fioritura cm. 80-100",fresco,3-5 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-02-02 18:26:10 UTC,2021-01-18 18:22:27 UTC,600,EUR,false
266,Chasmantium latifolium 'Little Tickler',,"Forma più compatta della specie botanica.
Origine: Nord America, varietà coltivata.
",graminacee,sole-mezz'ombra,tarda estate-autunno  ,"bassa, cm. 40-50; in fioritura cm. 50-60",fresco,5-7 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-02-02 18:28:24 UTC,2021-01-18 18:23:54 UTC,600,EUR,false
87,Cichorium spinosum,,"Nella fioritura molto simile alla cicoria che azzurra i prati in estate. Dimensioni però più contenute e foglie più divise. Vuole terreni molto drenati e asciutti. Lunga fioritura.
Origine: Europa.
",erbacee perenni,sole,estate,"bassa, cm. 40-50","leggero, ben drenato, arido",5-7 piante/mq.,tondo cm.15 (2 L.),true,false,insetti,2019-01-31 11:26:31 UTC,2019-02-20 15:04:42 UTC,800,EUR,false
88,Cirsium heterophyllum,,"Si alza sopra le altre erbe nei prati montani, dove svetta con i suoi fiori di cardo, viola. 
Origine: Europa.
",erbacee perenni,sole,estate,"alta, cm. 100-120","normale, anche umido",5-7 piante/mq.,tondo cm.15 (2 L.),false,false,"insetti, spontanea",2019-01-31 11:33:16 UTC,2019-08-24 14:35:57 UTC,800,EUR,false
89,Cirsium japonicum 'Pink Beauty',,"Cardo giapponese dai fiori rosa e fucsia, utilizzato spesso come fiore reciso. Fiorisce nell’estate fino all’autunno avanzato.
Origine: Asia, varietà coltivata.
",erbacee perenni,sole,estate,"media, cm. 70-90","leggero, ben drenato",5-7 piante/mq.,tondo cm.13 (1 L.),true,false,insetti,2019-01-31 11:37:07 UTC,2019-02-02 09:11:39 UTC,500,EUR,false
90,Convallaria majalis,,"Un angolo ombroso per i mughetti lo si trova in ogni giardino. Come farseli mancare?!?
Origine: Asia, Europa.",erbacee perenni,"mezz'ombra, ombra",primavera,"bassa, cm. 20-30","fresco, ricco di sostanza organica",7-11 piante/mq.,tondo cm.13 (1 L.),true,false,"spontanea, da taglio",2019-01-31 11:43:10 UTC,2021-01-05 18:45:24 UTC,500,EUR,false
504,Coreopsis tripteris,,"Coreopsis dalla lunga fioritura gialla portata su steli alti e slanciati.
Origine: Nord America",erbacee perenni,sole,estate,"alta, cm. 150-200",normale,3-5 piante/mq.,tondo cm. 13 (1 L.),true,false,insetti,2019-02-20 15:12:55 UTC,2019-02-20 15:12:55 UTC,500,EUR,false
91,Coreopsis verticillata 'Moonbeam',,"Coltivatela al sole, in terreno ben drenato e vi regalerà per tutta l'estate un profluvio di fiorellini giallo pallido su un cuscino di foglie leggere.
Origine: Nord America, varietà coltivata.
",erbacee perenni,sole,estate,bassa cm. 40-50,normale,7-9 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-01-31 11:45:28 UTC,2019-08-24 14:37:23 UTC,500,EUR,false
525,Cosmos atrosanguineus,,"Un rosso scurissimo, quasi nero, un delizioso profumo di cioccolato. Insomma immancabile.
Origine: Messico.",erbacee perenni,sole,estate,"media, cm. 70-80",norrmale,3-5 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-07-25 14:48:56 UTC,2019-11-23 18:07:04 UTC,600,EUR,false
639,Crocosmia 'Columbus',,"Un bel cespo di foglie verdi lanceolate e fiori giallo luminoso che si aprono da gemme porpora. I petali sono gialli con delle piccole macchioline color porpora alla base di ogni petale.
Origine: Sud Africa.",erbacee perenni,sole,tarda estate- autunno,"media, 80-90cm.","normale, ben drenato",5-7piante/mq.,tondo cm.13 (1 L.),true,false,"",2021-01-21 11:14:51 UTC,2021-01-21 11:30:18 UTC,600,EUR,false
641,Crocosmia 'Emberglow',,"Come le precedenti ma di un rosso acceso che le rende particolarmente attraenti.
Origine: sud Africa",erbacee perenni,sole,tarda estate- autunno,"media, 70-80cm.",normale,5-7piante/mq.,tondo cm.13 (1 L.),true,false,"",2021-01-21 11:24:28 UTC,2021-01-21 11:24:28 UTC,600,EUR,false
640,Crocosmia 'Emily Mckenzie',,"Un tocco di colore calo inun stgione che volge all'autunno. I fiori di questa Crocosmia sono di un bell'arancione vivo si steli rigdi e foglie lanceolate.
Origine: sud Africa",erbacee perenni,sole,tarda estate- autunno,"alta, 80-90cm.",normale,5-7piante/mq.,tondo cm.13 (1 L.),true,false,"",2021-01-21 11:20:17 UTC,2021-01-21 11:20:17 UTC,600,EUR,false
177,Cyclamen hederifolium,,"Diffuso nelle regioni mediterranee, caratterizza il sottobosco autunnale. Dopo il riposo estivo i cormi emettono gli steli fiorali e successivamente le belle foglie marmorizzate che dureranno tutto l'inverno.",erbacee perenni,ombra-mezzombra,autunno,"bassa, cm. 10-20","normale, ben drenato",7-10 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-02-02 09:22:10 UTC,2019-11-23 18:07:36 UTC,500,EUR,false
179,Dalea purpurea,,"Dalle praterie americane arriva questa perenne, le sue corte spighe rosa porpora sembrano fatte apposta per spuntare tra un tappeto di graminacee.
Origine: Nord America.
",erbacee perenni,sole,estate,"media, cm. 50-60","normale, ben drenato; tollera il secco",7-9 piante/mq.,tondo cm. 13 (1 L.),false,false,"",2019-02-02 09:27:19 UTC,2019-02-23 18:38:28 UTC,500,EUR,false
178,Dendranthema 'Brennpunkt',,"Per uno stupido pregiudizio i crisantemi sono poco utilizzati nei giardini italiani. Sono invece l'ultima grande fioritura che il giardino invernale può offrire prima dell'inverno. Questa varietà a fiore rosso accende l'ultima fiammata.
Origine: Asia, varietà coltivata.


",erbacee perenni,sole,tardo autunno,"alta, cm. 80-100",normale,5-7 piante/mq.,tondo cm.15 (2 L.),true,false,da taglio,2019-02-02 09:25:42 UTC,2019-02-02 09:25:42 UTC,700,EUR,false
644,Dendranthema 'Goldmarianne',,"giallo luminoso, ideale per dare luce alle giornate autunnali. 
Origine: Asia, varietà coltivata.",erbacee perenni,sole, autunno,"media, cm. 80-100",normale,5-7 piante/mq.,tondo cm.13 (1 L.),true,false,"",2021-01-25 16:44:33 UTC,2021-01-25 16:50:37 UTC,500,EUR,false
180,Dendranthema 'Kleiner Bernstein',,"un bel colore giallo camoscio, caldo e luminoso
Origine: Asia, varietà coltivata.
",erbacee perenni,sole,tardo autunno,"media, cm. 80-100",normale,5-7 piante/mq.,tondo cm.15 (2 L.),false,false,"",2019-02-02 09:30:53 UTC,2020-01-31 18:37:14 UTC,700,EUR,false
267,Deschampsia caespitosa 'Goldtau',,"Un cespo compatto di foglie sottili, la fioritura estiva in spighe oro e argento.
Origine: Nord America, Europa, Asia, varietà coltivata.
",graminacee,sole-mezzombra,tarda primavera-estate,"bassa, cm. 40-50; in fioritura cm. 50-60","normale, non troppo asciutto",3-5 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-02-02 18:31:08 UTC,2019-11-23 18:08:12 UTC,500,EUR,false
92,Desmodium canadense,,"Fiorisce a lungo in estate con grandi spighe rosa, benissimo al secco.
Origine: Nord America.
",erbacee perenni,sole,estate,"alta, cm. 100-120","normale, ben drenato; tollera il secco",3-5 piante/mq.,tondo cm.13 (1 L.),true,false,"insetti, azotofissatrice",2019-01-31 11:47:32 UTC,2019-02-20 15:23:11 UTC,500,EUR,false
576,Desmodium elegans,,"Arbusto dal portamento e fogliame elegante, accompagnati da una bella fioritura azzurro ghiaccio.
Origine: Asia.",altro,sole,estate,"alta, cm. 120-180",normale,1-3 piante/mq.,tondo cm. 15 (2 L.),true,false,azotofissatrice,2019-08-22 14:06:27 UTC,2019-11-23 18:10:30 UTC,2000,EUR,false
93,Dianthus carthusianorum,,"Il garofano dei certosini. Tipico dei prati che punteggia coi fiori rosso ciliegia.
Origine: Europa.",erbacee perenni,sole,tarda primavera-estate,"media, cm. 50-60","povero, ben drenato, anche calcareo; tollera il secco",9-12 piante/mq.,tondo cm.13 (1 L.),true,false,"insetti, spontanea",2019-01-31 13:30:28 UTC,2021-01-27 17:20:25 UTC,500,EUR,false
94,Dianthus cruentus,,"Simile al D. carthusianorum ma di colore più sanguineo, un rosso intenso magnifico insieme a fogliami grigi.
Origine: Europa.
",erbacee perenni,sole,tarda primavera-estate,"bassa, cm. 40-50","povero, ben drenato, anche calcareo; tollera il secco",9-12 piante/mq.,tondo cm.13 (1 L.),true,false,insetti,2019-01-31 13:33:41 UTC,2021-01-27 17:21:02 UTC,500,EUR,false
95,Dicentra spectabilis,,"Il ""cuore di maria"" che tutte le nonne avevano in giardino o in un vaso in un angolo. Si chiama così per la forma dei fiori che sembrano cuori rosa da cui scende una lacrima bianca. Ama angoli freschi e ombrosi e terreno ricco di humus. A volte in estate, con il caldo, sparisce ma non temete, rispunterà e fiorirà nella primavera successiva.
Origine: Cina, Giappone, America settentrionale.
",erbacee perenni,ombra-mezzombra,primavera,"media, cm. 50-70","fresco, ricco di sostanza organica",5-7 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-01-31 13:37:25 UTC,2019-11-25 18:34:59 UTC,500,EUR,false
96,Dicentra spectabilis 'Alba',,"I curiosi fiori a forma di cuore, sono completamente bianchi in questa varietà. Belle foglie. Angoli freschi.
Origine: varietà coltivata.",erbacee perenni,ombra-mezzombra,primavera,"media, cm. 50-70","fresco, ricco di sostanza organica",5-7 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-01-31 13:39:56 UTC,2019-11-25 18:35:28 UTC,500,EUR,false
181,Dichelostemma congestum,,"Bulbosa delle praterie Nordamericane, fiori violetti, in capolini tondi, eleganti e leggeri in mezzo a graminacee.
Origine: Nord America.

Esposizione: sole.
Fioritura: primavera.
Altezza: cm. 50-60
Terreno: normale, ben drenato.
Densità: 7 piante/mq.",erbacee perenni,sole,primavera,"media, cm. 50-60","normale, ben drenato; tollera il secco",7-9 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-02-02 09:33:43 UTC,2019-02-20 15:26:34 UTC,600,EUR,false
651,Dierama trichorrizum,,"",erbacee perenni,"","","","","","",false,false,"",2021-01-30 18:39:49 UTC,2021-01-30 18:39:49 UTC,600,EUR,true
97,Digitalis ferruginea 'Gigantea',,"ll colore ruggine di questa D. è molto interessante ma altrettanto di valore è il portamento delle spighe lunghe e dritte.
Origine: Europa, varietà coltivata.
",erbacee perenni,sole,tarda primavera-estate,"alta, cm. 120-150","normale, ben drenato",5-7 piante/mq.,tondo cm.13 (1 L.),true,false,insetti,2019-01-31 13:43:31 UTC,2021-01-05 18:47:55 UTC,600,EUR,false
